date,attr,value,a,b,c,d
20140309,SNWD,50,,,W,
20140309,AWND,28,,,W,
20140309,WDF2,320,,,W,
20140309,WDF5,310,,,W,
20140309,WSF2,67,,,W,
20140309,WSF5,98,,,W,
20140310,TMAX,106,,,W,2400
20140310,TMIN,22,,,W,2400
20140310,PRCP,0,T,,W,2400
20140310,SNOW,0,T,,W,
20140310,SNWD,30,,,W,
20140310,AWND,24,,,W,
20140310,WDF2,260,,,W,
20140310,WDF5,250,,,W,
20140310,WSF2,67,,,W,
20140310,WSF5,125,,,W,
20140310,WT08,1,,,W,
20140311,TMAX,189,,,W,2400
20140311,TMIN,72,,,W,2400
20140311,PRCP,0,,,W,2400
20140311,SNOW,0,,,W,
20140311,SNWD,0,,,W,
20140311,AWND,21,,,W,
20140311,WDF2,250,,,W,
20140311,WDF5,250,,,W,
20140311,WSF2,58,,,W,
20140311,WSF5,98,,,W,
20140312,TMAX,133,,,W,2400
20140312,TMIN,0,,,W,2400
20140312,PRCP,89,,,W,2400
20140312,SNOW,0,,,W,
20140312,SNWD,0,,,W,
20140312,AWND,24,,,W,
20140312,WDF2,310,,,W,
20140312,WDF5,320,,,W,
20140312,WSF2,89,,,W,
20140312,WSF5,157,,,W,
20140313,TMAX,0,,,W,2400
20140313,TMIN,-77,,,W,2400
20140313,PRCP,0,,,W,2400
20140313,SNOW,0,,,W,
20140313,SNWD,0,,,W,
20140313,AWND,63,,,W,
20140313,WDF2,310,,,W,
20140313,WDF5,320,,,W,
20140313,WSF2,103,,,W,
20140313,WSF5,179,,,W,
20140314,TMAX,78,,,W,2400
20140314,TMIN,-55,,,W,2400
20140314,PRCP,0,,,W,2400
20140314,SNOW,0,,,W,
20140314,SNWD,0,,,W,
20140314,AWND,25,,,W,
20140314,WDF2,260,,,W,
20140314,WDF5,250,,,W,
20140314,WSF2,63,,,W,
20140314,WSF5,103,,,W,
20140315,TMAX,144,,,W,2400
20140315,TMIN,56,,,W,2400
20140315,PRCP,0,,,W,2400
20140315,SNOW,0,,,W,
20140315,SNWD,0,,,W,
20140315,AWND,40,,,W,
20140315,WDF2,290,,,W,
20140315,WDF5,300,,,W,
20140315,WSF2,94,,,W,
20140315,WSF5,148,,,W,
20140316,TMAX,56,,,W,2400
20140316,TMIN,-10,,,W,2400
20140316,PRCP,0,,,W,2400
20140316,SNOW,0,,,W,
20140316,SNWD,0,,,W,
20140316,AWND,34,,,W,
20140316,WDF2,310,,,W,
20140316,WDF5,310,,,W,
20140316,WSF2,72,,,W,
20140316,WSF5,125,,,W,
20140317,TMAX,17,,,W,2400
20140317,TMIN,-49,,,W,2400
20140317,PRCP,0,,,W,2400
20140317,SNOW,0,,,W,
20140317,SNWD,0,,,W,
20140317,AWND,36,,,W,
20140317,WDF2,40,,,W,
20140317,WDF5,10,,,W,
20140317,WSF2,67,,,W,
20140317,WSF5,103,,,W,
20140318,TMAX,61,,,W,2400
20140318,TMIN,-21,,,W,2400
20140318,PRCP,0,,,W,2400
20140318,SNOW,0,,,W,
20140318,SNWD,0,,,W,
20140318,AWND,31,,,W,
20140318,WDF2,60,,,W,
20140318,WDF5,60,,,W,
20140318,WSF2,89,,,W,
20140318,WSF5,112,,,W,
20140319,TMAX,78,,,W,2400
20140319,TMIN,0,,,W,2400
20140319,PRCP,234,,,W,2400
20140319,SNOW,0,,,W,
20140319,SNWD,0,,,W,
20140319,AWND,32,,,W,
20140319,WDF2,110,,,W,
20140319,WDF5,130,,,W,
20140319,WSF2,67,,,W,
20140319,WSF5,94,,,W,
20140320,TMAX,122,,,W,2400
20140320,TMIN,44,,,W,2400
20140320,PRCP,0,,,W,2400
20140320,SNOW,0,,,W,
20140320,SNWD,0,,,W,
20140320,AWND,36,,,W,
20140320,WDF2,280,,,W,
20140320,WDF5,280,,,W,
20140320,WSF2,89,,,W,
20140320,WSF5,143,,,W,
20140321,TMAX,106,,,W,2400
20140321,TMIN,39,,,W,2400
20140321,PRCP,0,,,W,2400
20140321,SNOW,0,,,W,
20140321,SNWD,0,,,W,
20140321,AWND,34,,,W,
20140321,WDF2,310,,,W,
20140321,WDF5,280,,,W,
20140321,WSF2,72,,,W,
20140321,WSF5,130,,,W,
20140322,TMAX,172,,,W,2400
20140322,TMIN,50,,,W,2400
20140322,PRCP,0,,,W,2400
20140322,SNOW,0,,,W,
20140322,SNWD,0,,,W,
20140322,AWND,31,,,W,
20140322,WDF2,280,,,W,
20140322,WDF5,270,,,W,
20140322,WSF2,81,,,W,
20140322,WSF5,143,,,W,
20140323,TMAX,56,,,W,2400
20140323,TMIN,-27,,,W,2400
20140323,PRCP,0,,,W,2400
20140323,SNOW,0,,,W,
20140323,SNWD,0,,,W,
20140323,AWND,33,,,W,
20140323,WDF2,310,,,W,
20140323,WDF5,310,,,W,
20140323,WSF2,67,,,W,
20140323,WSF5,103,,,W,
20140324,TMAX,17,,,W,2400
20140324,TMIN,-60,,,W,2400
20140324,PRCP,0,,,W,2400
20140324,SNOW,0,,,W,
20140324,SNWD,0,,,W,
20140324,AWND,30,,,W,
20140324,WDF2,350,,,W,
20140324,WDF5,10,,,W,
20140324,WSF2,67,,,W,
20140324,WSF5,121,,,W,
20140325,TMAX,39,,,W,2400
20140325,TMIN,-32,,,W,2400
20140325,PRCP,0,,,W,2400
20140325,SNOW,0,,,W,
20140325,SNWD,0,,,W,
20140325,AWND,26,,,W,
20140325,WDF2,50,,,W,
20140325,WDF5,60,,,W,
20140325,WSF2,72,,,W,
20140325,WSF5,98,,,W,
20140326,TMAX,22,,,W,2400
20140326,TMIN,-43,,,W,2400
20140326,PRCP,0,,,W,2400
20140326,SNOW,0,,,W,
20140326,SNWD,0,,,W,
20140326,AWND,53,,,W,
20140326,WDF2,310,,,W,
20140326,WDF5,310,,,W,
20140326,WSF2,103,,,W,
20140326,WSF5,170,,,W,
20140327,TMAX,67,,,W,2400
20140327,TMIN,-55,,,W,2400
20140327,PRCP,0,,,W,2400
20140327,SNOW,0,,,W,
20140327,SNWD,0,,,W,
20140327,AWND,30,,,W,
20140327,WDF2,210,,,W,
20140327,WDF5,240,,,W,
20140327,WSF2,63,,,W,
20140327,WSF5,116,,,W,
20140328,TMAX,167,,,W,2400
20140328,TMIN,28,,,W,2400
20140328,PRCP,10,,,W,2400
20140328,SNOW,0,,,W,
20140328,SNWD,0,,,W,
20140328,AWND,24,,,W,
20140328,WDF2,240,,,W,
20140328,WDF5,260,,,W,
20140328,WSF2,58,,,W,
20140328,WSF5,98,,,W,
20140329,TMAX,150,,,W,2400
20140329,TMIN,61,,,W,2400
20140329,PRCP,460,,,W,2400
20140329,SNOW,0,,,W,
20140329,SNWD,0,,,W,
20140329,AWND,48,,,W,
20140329,WDF2,70,,,W,
20140329,WDF5,60,,,W,
20140329,WSF2,103,,,W,
20140329,WSF5,157,,,W,
20140329,WT01,1,,,W,
20140330,TMAX,94,,,W,2400
20140330,TMIN,39,,,W,2400
20140330,PRCP,89,,,W,2400
20140330,SNOW,0,,,W,
20140330,SNWD,0,,,W,
20140330,AWND,45,,,W,
20140330,WDF2,10,,,W,
20140330,WDF5,30,,,W,
20140330,WSF2,94,,,W,
20140330,WSF5,134,,,W,
20140331,TMAX,133,,,W,2400
20140331,TMIN,22,,,W,2400
20140331,PRCP,41,,,W,2400
20140331,SNOW,0,T,,W,
20140331,SNWD,0,,,W,
20140331,AWND,37,,,W,
20140331,WDF2,340,,,W,
20140331,WDF5,10,,,W,
20140331,WSF2,58,,,W,
20140331,WSF5,112,,,W,
20140331,WT01,1,,,W,
20140401,TMAX,156,,,W,2400
20140401,TMIN,39,,,W,2400
20140401,PRCP,0,,,W,2400
20140401,SNOW,0,,,W,
20140401,SNWD,0,,,W,
20140401,AWND,21,,,W,
20140401,WDF2,20,,,W,
20140401,WDF5,20,,,W,
20140401,WSF2,76,,,W,
20140401,WSF5,107,,,W,
20140402,TMAX,122,,,W,2400
20140402,TMIN,56,,,W,2400
20140402,PRCP,0,,,W,2400
20140402,SNOW,0,,,W,
20140402,SNWD,0,,,W,
20140402,AWND,9,,,W,
20140402,WDF2,230,,,W,
20140402,WDF5,240,,,W,
20140402,WSF2,40,,,W,
20140402,WSF5,63,,,W,
20140403,TMAX,194,,,W,2400
20140403,TMIN,78,,,W,2400
20140403,PRCP,18,,,W,2400
20140403,SNOW,0,,,W,
20140403,SNWD,0,,,W,
20140403,AWND,17,,,W,
20140403,WDF2,190,,,W,
20140403,WDF5,190,,,W,
20140403,WSF2,45,,,W,
20140403,WSF5,67,,,W,
20140404,TMAX,83,,,W,2400
20140404,TMIN,44,,,W,2400
20140404,PRCP,53,,,W,2400
20140404,SNOW,0,,,W,
20140404,SNWD,0,,,W,
20140404,AWND,38,,,W,
20140404,WDF2,90,,,W,
20140404,WDF5,140,,,W,
20140404,WSF2,67,,,W,
20140404,WSF5,103,,,W,
20140405,TMAX,122,,,W,2400
20140405,TMIN,44,,,W,2400
20140405,PRCP,0,,,W,2400
20140405,SNOW,0,,,W,
20140405,SNWD,0,,,W,
20140405,AWND,38,,,W,
20140405,WDF2,280,,,W,
20140405,WDF5,290,,,W,
20140405,WSF2,89,,,W,
20140405,WSF5,161,,,W,
20140405,WT01,1,,,W,
20140406,TMAX,161,,,W,2400
20140406,TMIN,22,,,W,2400
20140406,PRCP,0,,,W,2400
20140406,SNOW,0,,,W,
20140406,SNWD,0,,,W,
20140406,AWND,19,,,W,
20140406,WDF2,280,,,W,
20140406,WDF5,310,,,W,
20140406,WSF2,58,,,W,
20140406,WSF5,81,,,W,
20140407,TMAX,117,,,W,2400
20140407,TMIN,61,,,W,2400
20140407,PRCP,132,,,W,2400
20140407,SNOW,0,,,W,
20140407,SNWD,0,,,W,
20140407,AWND,27,,,W,
20140407,WDF2,70,,,W,
20140407,WDF5,50,,,W,
20140407,WSF2,72,,,W,
20140407,WSF5,103,,,W,
20140408,TMAX,178,,,W,2400
20140408,TMIN,78,,,W,2400
20140408,PRCP,86,,,W,2400
20140408,SNOW,0,,,W,
20140408,SNWD,0,,,W,
20140408,AWND,31,,,W,
20140408,WDF2,290,,,W,
20140408,WDF5,250,,,W,
20140408,WSF2,76,,,W,
20140408,WSF5,134,,,W,
20140409,TMAX,161,,,W,2400
20140409,TMIN,72,,,W,2400
20140409,PRCP,0,,,W,2400
20140409,SNOW,0,,,W,
20140409,SNWD,0,,,W,
20140409,AWND,31,,,W,
20140409,WDF2,310,,,W,
20140409,WDF5,310,,,W,
20140409,WSF2,76,,,W,
20140409,WSF5,139,,,W,
20140410,TMAX,144,,,W,2400
20140410,TMIN,56,,,W,2400
20140410,PRCP,0,,,W,2400
20140410,SNOW,0,,,W,
20140410,SNWD,0,,,W,
20140410,AWND,31,,,W,
20140410,WDF2,170,,,W,
20140410,WDF5,180,,,W,
20140410,WSF2,72,,,W,
20140410,WSF5,125,,,W,
20140411,TMAX,239,,,W,2400
20140411,TMIN,133,,,W,2400
20140411,PRCP,0,,,W,2400
20140411,SNOW,0,,,W,
20140411,SNWD,0,,,W,
20140411,AWND,26,,,W,
20140411,WDF2,270,,,W,
20140411,WDF5,260,,,W,
20140411,WSF2,58,,,W,
20140411,WSF5,98,,,W,
20140412,TMAX,228,,,W,2400
20140412,TMIN,100,,,W,2400
20140412,PRCP,0,,,W,2400
20140412,SNOW,0,,,W,
20140412,SNWD,0,,,W,
20140412,AWND,19,,,W,
20140412,WDF2,210,,,W,
20140412,WDF5,180,,,W,
20140412,WSF2,63,,,W,
20140412,WSF5,94,,,W,
20140413,TMAX,250,,,W,2400
20140413,TMIN,122,,,W,2400
20140413,PRCP,0,,,W,2400
20140413,SNOW,0,,,W,
20140413,SNWD,0,,,W,
20140413,AWND,26,,,W,
20140413,WDF2,180,,,W,
20140413,WDF5,180,,,W,
20140413,WSF2,67,,,W,
20140413,WSF5,103,,,W,
20140414,TMAX,239,,,W,2400
20140414,TMIN,150,,,W,2400
20140414,PRCP,0,,,W,2400
20140414,SNOW,0,,,W,
20140414,SNWD,0,,,W,
20140414,AWND,33,,,W,
20140414,WDF2,180,,,W,
20140414,WDF5,180,,,W,
20140414,WSF2,76,,,W,
20140414,WSF5,134,,,W,
20140415,TMAX,172,,,W,2400
20140415,TMIN,6,,,W,2400
20140415,PRCP,180,,,W,2400
20140415,SNOW,0,T,,W,
20140415,SNWD,0,,,W,
20140415,AWND,39,,,W,
20140415,WDF2,310,,,W,
20140415,WDF5,320,,,W,
20140415,WSF2,76,,,W,
20140415,WSF5,134,,,W,
20140416,TMAX,94,,,W,2400
20140416,TMIN,-5,,,W,2400
20140416,PRCP,13,,,W,2400
20140416,SNOW,0,T,,W,
20140416,SNWD,0,,,W,
20140416,AWND,34,,,W,
20140416,WDF2,310,,,W,
20140416,WDF5,300,,,W,
20140416,WSF2,72,,,W,
20140416,WSF5,139,,,W,
20140416,WT01,1,,,W,
20140417,TMAX,89,,,W,2400
20140417,TMIN,22,,,W,2400
20140417,PRCP,0,,,W,2400
20140417,SNOW,0,,,W,
20140417,SNWD,0,,,W,
20140417,AWND,35,,,W,
20140417,WDF2,60,,,W,
20140417,WDF5,50,,,W,
20140417,WSF2,76,,,W,
20140417,WSF5,98,,,W,
20140418,TMAX,94,,,W,2400
20140418,TMIN,17,,,W,2400
20140418,PRCP,0,,,W,2400
20140418,SNOW,0,,,W,
20140418,SNWD,0,,,W,
20140418,AWND,24,,,W,
20140418,WDF2,70,,,W,
20140418,WDF5,40,,,W,
20140418,WSF2,63,,,W,
20140418,WSF5,89,,,W,
20140419,TMAX,200,,,W,2400
20140419,TMIN,50,,,W,2400
20140419,PRCP,0,,,W,2400
20140419,SNOW,0,,,W,
20140419,SNWD,0,,,W,
20140419,AWND,25,,,W,
20140419,WDF2,50,,,W,
20140419,WDF5,50,,,W,
20140419,WSF2,72,,,W,
20140419,WSF5,94,,,W,
20140420,TMAX,156,,,W,2400
20140420,TMIN,72,,,W,2400
20140420,PRCP,0,,,W,2400
20140420,SNOW,0,,,W,
20140420,SNWD,0,,,W,
20140420,AWND,28,,,W,
20140420,WDF2,70,,,W,
20140420,WDF5,60,,,W,
20140420,WSF2,72,,,W,
20140420,WSF5,112,,,W,
20140421,TMAX,194,,,W,2400
20140421,TMIN,50,,,W,2400
20140421,PRCP,0,,,W,2400
20140421,SNOW,0,,,W,
20140421,SNWD,0,,,W,
20140421,AWND,19,,,W,
20140421,WDF2,150,,,W,
20140421,WDF5,150,,,W,
20140421,WSF2,58,,,W,
20140421,WSF5,81,,,W,
20140422,TMAX,217,,,W,2400
20140422,TMIN,106,,,W,2400
20140422,PRCP,3,,,W,2400
20140422,SNOW,0,,,W,
20140422,SNWD,0,,,W,
20140422,AWND,25,,,W,
20140422,WDF2,240,,,W,
20140422,WDF5,240,,,W,
20140422,WSF2,58,,,W,
20140422,WSF5,94,,,W,
20140423,TMAX,161,,,W,2400
20140423,TMIN,67,,,W,2400
20140423,PRCP,0,,,W,2400
20140423,SNOW,0,,,W,
20140423,SNWD,0,,,W,
20140423,AWND,42,,,W,
20140423,WDF2,310,,,W,
20140423,WDF5,300,,,W,
20140423,WSF2,94,,,W,
20140423,WSF5,161,,,W,
20140424,TMAX,167,,,W,2400
20140424,TMIN,56,,,W,2400
20140424,PRCP,0,,,W,2400
20140424,SNOW,0,,,W,
20140424,SNWD,0,,,W,
20140424,AWND,38,,,W,
20140424,WDF2,310,,,W,
20140424,WDF5,310,,,W,
20140424,WSF2,81,,,W,
20140424,WSF5,139,,,W,
20140425,TMAX,172,,,W,2400
20140425,TMIN,67,,,W,2400
20140425,PRCP,5,,,W,2400
20140425,SNOW,0,,,W,
20140425,SNWD,0,,,W,
20140425,AWND,22,,,W,
20140425,WDF2,170,,,W,
20140425,WDF5,180,,,W,
20140425,WSF2,72,,,W,
20140425,WSF5,103,,,W,
20140426,TMAX,194,,,W,2400
20140426,TMIN,78,,,W,2400
20140426,PRCP,234,,,W,2400
20140426,SNOW,0,,,W,
20140426,SNWD,0,,,W,
20140426,AWND,24,,,W,
20140426,WDF2,170,,,W,
20140426,WDF5,290,,,W,
20140426,WSF2,63,,,W,
20140426,WSF5,94,,,W,
20140427,TMAX,150,,,W,2400
20140427,TMIN,83,,,W,2400
20140427,PRCP,0,,,W,2400
20140427,SNOW,0,,,W,
20140427,SNWD,0,,,W,
20140427,AWND,26,,,W,
20140427,WDF2,10,,,W,
20140427,WDF5,300,,,W,
20140427,WSF2,72,,,W,
20140427,WSF5,98,,,W,
20140428,TMAX,194,,,W,2400
20140428,TMIN,72,,,W,2400
20140428,PRCP,0,,,W,2400
20140428,SNOW,0,,,W,
20140428,SNWD,0,,,W,
20140428,AWND,19,,,W,
20140428,WDF2,30,,,W,
20140428,WDF5,40,,,W,
20140428,WSF2,63,,,W,
20140428,WSF5,89,,,W,
20140429,TMAX,111,,,W,2400
20140429,TMIN,61,,,W,2400
20140429,PRCP,8,,,W,2400
20140429,SNOW,0,,,W,
20140429,SNWD,0,,,W,
20140429,AWND,40,,,W,
20140429,WDF2,110,,,W,
20140429,WDF5,140,,,W,
20140429,WSF2,72,,,W,
20140429,WSF5,116,,,W,
20140430,TMAX,111,,,W,2400
20140430,TMIN,50,,,W,2400
20140430,PRCP,1262,,,W,2400
20140430,SNOW,0,,,W,
20140430,SNWD,0,,,W,
20140430,AWND,37,,,W,
20140430,WDF2,70,,,W,
20140430,WDF5,110,,,W,
20140430,WSF2,81,,,W,
20140430,WSF5,116,,,W,
20140430,WT01,1,,,W,
20140501,TMAX,256,,,W,2400
20140501,TMIN,106,,,W,2400
20140501,PRCP,30,,,W,2400
20140501,SNOW,0,,,W,
20140501,SNWD,0,,,W,
20140501,AWND,20,,,W,
20140501,WDF2,290,,,W,
20140501,WDF5,300,,,W,
20140501,WSF2,58,,,W,
20140501,WSF5,89,,,W,
20140502,TMAX,211,,,W,2400
20140502,TMIN,133,,,W,2400
20140502,PRCP,0,T,,W,2400
20140502,SNOW,0,,,W,
20140502,SNWD,0,,,W,
20140502,AWND,20,,,W,
20140502,WDF2,290,,,W,
20140502,WDF5,280,,,W,
20140502,WSF2,72,,,W,
20140502,WSF5,116,,,W,
20140503,TMAX,217,,,W,2400
20140503,TMIN,122,,,W,2400
20140503,PRCP,20,,,W,2400
20140503,SNOW,0,,,W,
20140503,SNWD,0,,,W,
20140503,AWND,15,,,W,
20140503,WDF2,280,,,W,
20140503,WDF5,290,,,W,
20140503,WSF2,54,,,W,
20140503,WSF5,89,,,W,
20140504,TMAX,183,,,W,2400
20140504,TMIN,122,,,W,2400
20140504,PRCP,5,,,W,2400
20140504,SNOW,0,,,W,
20140504,SNWD,0,,,W,
20140504,AWND,37,,,W,
20140504,WDF2,280,,,W,
20140504,WDF5,290,,,W,
20140504,WSF2,94,,,W,
20140504,WSF5,152,,,W,
20140505,TMAX,211,,,W,2400
20140505,TMIN,100,,,W,2400
20140505,PRCP,0,,,W,2400
20140505,SNOW,0,,,W,
20140505,SNWD,0,,,W,
20140505,AWND,33,,,W,
20140505,WDF2,310,,,W,
20140505,WDF5,310,,,W,
20140505,WSF2,72,,,W,
20140505,WSF5,125,,,W,
20140506,TMAX,217,,,W,2400
20140506,TMIN,111,,,W,2400
20140506,PRCP,0,,,W,2400
20140506,SNOW,0,,,W,
20140506,SNWD,0,,,W,
20140506,AWND,17,,,W,
20140506,WDF2,310,,,W,
20140506,WDF5,10,,,W,
20140506,WSF2,58,,,W,
20140506,WSF5,98,,,W,
20140507,TMAX,206,,,W,2400
20140507,TMIN,100,,,W,2400
20140507,PRCP,0,,,W,2400
20140507,SNOW,0,,,W,
20140507,SNWD,0,,,W,
20140507,AWND,18,,,W,
20140507,WDF2,180,,,W,
20140507,WDF5,180,,,W,
20140507,WSF2,58,,,W,
20140507,WSF5,89,,,W,
20140508,TMAX,150,,,W,2400
20140508,TMIN,117,,,W,2400
20140508,PRCP,104,,,W,2400
20140508,SNOW,0,,,W,
20140508,SNWD,0,,,W,
20140508,AWND,20,,,W,
20140508,WDF2,60,,,W,
20140508,WSF2,36,,,W,
20140509,TMAX,172,,,W,2400
20140509,TMIN,128,,,W,2400
20140509,PRCP,10,,,W,2400
20140509,SNOW,0,,,W,
20140509,SNWD,0,,,W,
20140509,AWND,14,,,W,
20140509,WDF2,70,,,W,
20140509,WDF5,80,,,W,
20140509,WSF2,58,,,W,
20140509,WSF5,76,,,W,
20140510,TMAX,283,,,W,2400
20140510,TMIN,139,,,W,2400
20140510,PRCP,94,,,W,2400
20140510,SNOW,0,,,W,
20140510,SNWD,0,,,W,
20140510,AWND,20,,,W,
20140510,WDF2,320,,,W,
20140510,WDF5,270,,,W,
20140510,WSF2,76,,,W,
20140510,WSF5,139,,,W,
20140511,TMAX,278,,,W,2400
20140511,TMIN,156,,,W,2400
20140511,PRCP,8,,,W,2400
20140511,SNOW,0,,,W,
20140511,SNWD,0,,,W,
20140511,AWND,14,,,W,
20140511,WDF2,270,,,W,
20140511,WDF5,290,,,W,
20140511,WSF2,58,,,W,
20140511,WSF5,85,,,W,
20140511,WT01,1,,,W,
20140512,TMAX,294,,,W,2400
20140512,TMIN,178,,,W,2400
20140512,PRCP,0,,,W,2400
20140512,SNOW,0,,,W,
20140512,SNWD,0,,,W,
20140512,AWND,8,,,W,
20140512,WDF2,170,,,W,
20140512,WDF5,150,,,W,
20140512,WSF2,45,,,W,
20140512,WSF5,81,,,W,
20140513,TMAX,228,,,W,2400
20140513,TMIN,117,,,W,2400
20140513,PRCP,0,,,W,2400
20140513,SNOW,0,,,W,
20140513,SNWD,0,,,W,
20140513,AWND,32,,,W,
20140513,WDF2,60,,,W,
20140513,WDF5,80,,,W,
20140513,WSF2,89,,,W,
20140513,WSF5,125,,,W,
20140513,WT08,1,,,W,
20140514,TMAX,217,,,W,2400
20140514,TMIN,111,,,W,2400
20140514,PRCP,3,,,W,2400
20140514,SNOW,0,,,W,
20140514,SNWD,0,,,W,
20140514,AWND,21,,,W,
20140514,WDF2,70,,,W,
20140514,WDF5,40,,,W,
20140514,WSF2,45,,,W,
20140514,WSF5,72,,,W,
20140515,TMAX,217,,,W,2400
20140515,TMIN,144,,,W,2400
20140515,PRCP,38,,,W,2400
20140515,SNOW,0,,,W,
20140515,SNWD,0,,,W,
20140515,AWND,24,,,W,
20140515,WDF2,160,,,W,
20140515,WDF5,170,,,W,
20140515,WSF2,58,,,W,
20140515,WSF5,98,,,W,
20140516,TMAX,200,,,W,2400
20140516,TMIN,144,,,W,2400
20140516,PRCP,391,,,W,2400
20140516,SNOW,0,,,W,
20140516,SNWD,0,,,W,
20140516,AWND,29,,,W,
20140516,WDF2,160,,,W,
20140516,WDF5,170,,,W,
